case_id,chunk_size,median_wall_clock_sec,mean_wall_clock_sec,p95_wall_clock_sec,throughput_samples_per_sec,mean_prediction,repeat_runs,warmup_runs,speedup_vs_1024
20000x512,256,0.12399980000191135,0.11914293333393289,0.1292323999987275,161290.58272426017,0.0599031001329422,3,1,0.2476987866182127
20000x512,512,0.05902609999975539,0.06070556666721435,0.06425339999987045,338833.16024746484,0.0599031001329422,3,1,0.5203562492101254
20000x512,1024,0.030714600001374492,0.032102499999988744,0.035120000000461005,651156.1276756002,0.0599031001329422,3,1,1.0
20000x512,2048,0.022613299999648007,0.021596199998991022,0.022725499999069143,884435.2659855622,0.0599031001329422,3,1,1.35825377109279
