case_id,lane,status,selected_engine,selection_reason,backend_reason,work_size,gpu_detected,device_name,device_display_name,backend_kind,runtime_kind,repeat_runs,warmup_runs,wall_clock_sec,wall_clock_sec_mean,wall_clock_sec_std,wall_clock_sec_p95,throughput_samples_per_sec,mean_prediction,std_prediction
10000x512,cpu_existing,pass,cpu,forced_cpu,always-available,5120000,True,cpu,cpu,cpu,cpu,3,1,1.0044526999990921,1.0242037999996683,0.03721197817963689,1.0763229000003776,9955.670386479163,0.06054662090485407,0.056734226439957854
10000x512,cpu_numpy,pass,cpu,forced_cpu,always-available,5120000,True,cpu,cpu,cpu,cpu,3,1,1.0560005999977875,1.0574413333330692,0.005018573946315728,1.0641802000027383,9469.691589210226,0.06054662090485407,0.056734226439957854
10000x512,torch_accelerated,pass,gpu,forced_gpu,cuda-ready,5120000,True,NVIDIA GeForce RTX 4060 Ti,NVIDIA GeForce RTX 4060 Ti,cuda,cuda,3,1,0.05390049999914481,0.052767333333273804,0.005210035541391807,0.05850579999969341,185527.0359302541,0.06023870799615979,0.05710644336747855
5000x1024,cpu_existing,pass,cpu,forced_cpu,always-available,5120000,True,cpu,cpu,cpu,cpu,3,1,1.0336004000018875,1.0506510000013805,0.04556211631152116,1.1129891000018688,4837.459428218942,0.0592229614495871,0.057507401670333025
5000x1024,cpu_numpy,pass,cpu,forced_cpu,always-available,5120000,True,cpu,cpu,cpu,cpu,3,1,1.1082492999994429,1.1304505666666955,0.08099349904786354,1.2388663999990968,4511.620264504127,0.0592229614495871,0.057507401670333025
5000x1024,torch_accelerated,pass,gpu,forced_gpu,cuda-ready,5120000,True,NVIDIA GeForce RTX 4060 Ti,NVIDIA GeForce RTX 4060 Ti,cuda,cuda,3,1,0.007476199996744981,0.007561533331075528,0.00019942780324430824,0.00783699999738019,668788.9572479229,0.062002268780395386,0.057163564077469385
20000x512,cpu_existing,pass,cpu,forced_cpu,always-available,10240000,True,cpu,cpu,cpu,cpu,3,1,2.160713499997655,2.1703546999997343,0.07570321008322013,2.2675157000012405,9256.201713009015,0.060830789324576154,0.056848943157847096
20000x512,cpu_numpy,pass,cpu,forced_cpu,always-available,10240000,True,cpu,cpu,cpu,cpu,3,1,2.1348475999984657,2.117653633333248,0.026860484696204816,2.1383910000004107,9368.350227910589,0.060830789324576154,0.056848943157847096
20000x512,torch_accelerated,pass,gpu,forced_gpu,cuda-ready,10240000,True,NVIDIA GeForce RTX 4060 Ti,NVIDIA GeForce RTX 4060 Ti,cuda,cuda,3,1,0.016212099999393104,0.01580903333160677,0.0006117821249129016,0.016270499996608123,1233646.4739761471,0.06053247299492359,0.05715821068640488
